Epoch,Loss
1,0.20299872140521588
2,0.029881078183003094
3,0.015113244400076244
4,0.006569670176680159
5,0.0025637377908107896
6,0.0010968354269963406
7,0.0007681059005730988
8,0.0006921998659811874
9,0.0006517643501549331
10,0.000627439465619239
11,0.0006023550886311568
12,0.0005729615823720055
13,0.0005305927920207039
14,0.0005097299239739938
15,0.0004907500817511311
16,0.0005037162143549801
17,0.0004483374251994183
18,0.00044645542473754966
19,0.000426989824083411
20,0.0003797392170742134
21,0.0003615675837979977
22,0.0004043773521476871
23,0.0003466324067077316
24,0.00034631975469655237
25,0.00031976131575230164
26,0.00032888638373191026
27,0.00030812642723068836
28,0.0002947092382822555
29,0.0002900125315215479
30,0.0002847198108176362
31,0.0003618064808466917
32,0.00029988509453213066
33,0.0002837332649505697
34,0.0002753751351796698
35,0.00026499708489965366
36,0.0002843952208185447
37,0.0002729890535271767
38,0.000255748330949285
39,0.0002712076333725987
40,0.00026600618350683993
41,0.0002501333412668749
42,0.0002540291887113278
43,0.00026341265765950084
44,0.00024499765680482835
45,0.000248870756363233
46,0.00025878058342799625
47,0.00024927859391502113
48,0.0002412598247721452
49,0.0010331512989385215
50,0.0005728674626405574
51,0.000244531959216819
52,0.00022915476802154444
53,0.00022595272995480943
54,0.00023359157374057838
55,0.00022703843822692642
56,0.00023036201974204943
57,0.00023367598402293643
58,0.0002381740281555761
59,0.00023671211728588273
60,0.00022419187228914106
61,0.00021950680864234607
62,0.00024813726327999535
63,0.0002282970408091585
64,0.0002108785229705498
65,0.00021070397048353462
66,0.00022043889792099515
67,0.00021246922148313152
68,0.00021425045871064472
69,0.00021080865174197876
70,0.0002095557236158208
71,0.00023629954502330688
72,0.00023132528218886128
73,0.00020786456519525254
74,0.00022190200062418032
75,0.00021711694848917156
76,0.00020233397789643672
77,0.00021534357738741875
78,0.00021578747881627035
79,0.00020883689429218106
80,0.00019963854724071848
81,0.00019539152839095786
82,0.00020408514667550386
83,0.0002216531277593711
84,0.00020260807081206661
85,0.00020601929313472837
86,0.00021458305918318018
87,0.0006451718208668551
88,0.0005513852659572402
89,0.00021269824545648274
90,0.00022326418136641303
91,0.00019680821218492423
92,0.00018774573064824241
93,0.00019402618098588985
94,0.00019690880751864904
95,0.00020497590562824726
96,0.00021301373604016945
97,0.00018953041790550543
98,0.00019283819184910618
99,0.00018105206293947285
100,0.0002054428194874756
