Epoch,Loss
1,0.5299286414747653
2,0.2756974425004876
3,0.08302333845716456
4,0.03727338147414032
5,0.02834392938276996
6,0.020146075071787218
7,0.014653263674320086
8,0.010217541464320992
9,0.00705896298724996
10,0.0030141957888744123
11,0.0015834598946283854
12,0.0009488099654529082
13,0.0006829585606243674
14,0.0005876153422857145
15,0.0005578418237311543
16,0.000553057970018531
17,0.000533254298637115
18,0.0005306267194100656
19,0.0005078662770361204
20,0.0023851115161644134
21,0.0006189383651700283
22,0.00048244220812668334
23,0.00046507968640387685
24,0.00045200765579584583
25,0.00044182115664665144
26,0.0004352129455148078
27,0.0004267840789828409
28,0.0004131759162745489
29,0.00040907212362229905
30,0.00039645680990806005
31,0.00039330300363793
32,0.0003822688271137177
33,0.00037715752936808553
34,0.0003699999657901967
35,0.0003682623010599459
36,0.0003639177666627802
37,0.0003545238102125713
38,0.00034704058951547887
39,0.0003423156108016448
40,0.00035204478484482263
41,0.00033461225955208016
42,0.00033226363524116334
43,0.00032861617364687845
44,0.00033054185516211083
45,0.0003233334576614889
46,0.00032089155074968204
47,0.0003097451000307363
48,0.0003114548588042532
49,0.00031040736243796897
50,0.00032090625134752253
51,0.0003047672529963007
52,0.0002981629225597198
53,0.000294041356977212
54,0.00029626631136204156
55,0.0002905907173914349
56,0.000288108961957851
57,0.00028532182185027403
58,0.00028865859491381104
59,0.0002945302175762861
60,0.0002870691428340607
61,0.000299905520755008
62,0.0002887097561520714
63,0.00028844619436827287
64,0.0002750163183641827
65,0.000278174246610117
66,0.00028006671677955995
67,0.00030551854085744077
68,0.00029100390415608314
69,0.0002681892024354412
70,0.0002692817786579405
71,0.00027470078519241804
72,0.00026854503654328215
73,0.0002575387845660731
74,0.0002614958746404306
75,0.0002674496480840785
76,0.0002558954539361603
77,0.00025211265971808206
78,0.0002510707838708818
79,0.00025908593765368846
80,0.0002671439382855011
81,0.000251557775339714
82,0.0002539701631378747
83,0.00025426144060000536
84,0.00025660254987483114
85,0.00025254621615876323
86,0.00024361595646753457
87,0.00023904359236736207
88,0.00023653761047873323
89,0.00023718058597573278
90,0.00023513767281774958
91,0.00023282514093412118
92,0.00023951496499965128
93,0.0002421143413496042
94,0.00024311227246906364
95,0.0002425738680556052
96,0.0002281214841312486
97,0.00023984066912975243
98,0.00023617213715308185
99,0.00022662708721801883
100,0.0002242323875100777
